Borrower_ID,Gender,Tipe_Identitas,Wilayah,Status_Pekerjaan,Pendapatan_Bulanan,SIM_Card,Jumlah_Pinjaman,Durasi_Peminjaman,Status_Peminjaman
B04054,Male,KTP,Jakarta,Yes,5550000,XL,950000,2,No
B04055,Male,KTP,Jakarta,Yes,6430000,Telkomsel,430000,2,No
B04056,Female,KTP,Jakarta,Yes,5810000,Telkomsel,500000,3,No
B04057,Male,KTP,Jakarta,Yes,6700000,Telkomsel,1380000,1,No
B04058,Male,KTM,Jakarta,No,1760000,Indosat,1030000,1,No
B04059,Female,KTP,Jakarta,No,2250000,XL,1090000,12,No
B04060,Male,KTP,Jakarta,Yes,6230000,Indosat,1380000,1,No
B04061,Female,KTP,Jakarta,No,2670000,Telkomsel,3390000,5,Yes
B04062,Male,KTP,Jakarta,Yes,5130000,Indosat,1850000,3,No
B04063,Male,KTP,Jakarta,Yes,4260000,Indosat,1270000,2,No
B04064,Male,KTP,Jakarta,No,1880000,Telkomsel,820000,1,No
B04065,Male,KTP,Jakarta,No,2820000,XL,1180000,1,No
B04066,Female,KTP,Jakarta,Yes,5150000,Telkomsel,1140000,3,No
B04067,Female,KTM,Jakarta,No,930000,Indosat,1120000,1,No
B04068,Male,KTP,Jakarta,No,2210000,Indosat,2000000,6,No
B04069,Female,KTP,Jakarta,Yes,4270000,Telkomsel,740000,2,No
B04070,Female,KTP,Jakarta,No,2750000,Indosat,2160000,1,No
B04071,Female,KTP,Jakarta,Yes,5190000,Indosat,800000,1,No
B04072,Male,KTP,Jakarta,No,1780000,Telkomsel,1720000,1,No
B04073,Male,KTP,Jakarta,Yes,5370000,Telkomsel,1690000,1,No
B04074,Male,KTP,Jakarta,Yes,4660000,Telkomsel,2020000,12,Yes
B04075,Male,KTP,Jakarta,No,2430000,XL,1260000,1,No
B04076,Female,KTP,Jakarta,Yes,6000000,Indosat,260000,1,No
B04077,Male,KTM,Jakarta,No,1350000,XL,2290000,3,No
B04078,Female,KTP,Jakarta,No,2470000,Indosat,2790000,12,Yes
B04079,Female,KTP,Jakarta,Yes,2580000,Telkomsel,600000,1,No
B04080,Male,KTP,Jakarta,No,1750000,Indosat,3130000,7,Yes
B04081,Female,KTP,Jakarta,Yes,5730000,Telkomsel,1390000,1,No
B04082,Female,KTP,Jakarta,Yes,4230000,Telkomsel,1050000,1,No
B04083,Male,KTP,Jakarta,No,2620000,Telkomsel,0,1,No
B04084,Male,KTP,Jakarta,No,3280000,Telkomsel,2570000,1,No
B04085,Male,KTP,Jakarta,Yes,4280000,Telkomsel,1490000,1,No
B04086,Male,KTP,Jakarta,Yes,7580000,Telkomsel,1360000,1,No
B04087,Male,KTP,Jakarta,Yes,8220000,Telkomsel,2010000,1,No
B04088,Male,KTP,Jakarta,Yes,3830000,Telkomsel,2770000,1,No
B04089,Male,KTP,Jakarta,Yes,6360000,Telkomsel,1790000,1,No
B04090,Male,KTP,Jakarta,Yes,5690000,Tri,670000,1,No
B04091,Male,KTP,Jakarta,Yes,5840000,Telkomsel,160000,2,No
B04092,Female,KTP,Jakarta,Yes,4190000,Telkomsel,2260000,3,No
B04093,Male,KTP,Jakarta,Yes,4720000,XL,1200000,2,No
B04094,Male,KTP,Jakarta,Yes,3570000,Telkomsel,1750000,1,No
B04095,Male,KTP,Jakarta,Yes,4770000,Telkomsel,1760000,1,No
B04096,Male,KTP,Jakarta,Yes,3970000,Telkomsel,1020000,1,No
B04097,Male,KTP,Jakarta,Yes,6410000,Tri,1550000,1,No
B04098,Female,KTP,Jakarta,No,1630000,XL,2170000,1,No
B04099,Male,KTM,Jakarta,No,2960000,XL,2060000,1,No
B04100,Female,KTP,Jakarta,No,1820000,Indosat,2290000,2,No
B04101,Female,KTP,Jakarta,Yes,4620000,Telkomsel,1270000,1,No
B04102,Male,KTP,Jakarta,No,2290000,XL,320000,2,No
B04103,Female,KTP,Jakarta,Yes,5080000,Telkomsel,870000,3,No
B04104,Male,KTP,Jakarta,Yes,4130000,XL,1050000,1,No
B04105,Female,KTP,Jakarta,No,1570000,Tri,2950000,12,Yes
B04106,Female,KTP,Jakarta,Yes,4670000,Telkomsel,1250000,2,No
B04107,Male,KTP,Jakarta,Yes,5490000,Telkomsel,2400000,1,No
B04108,Female,KTP,Jakarta,Yes,5360000,Telkomsel,0,1,No
B04109,Male,KTP,Jakarta,No,1690000,Indosat,0,1,No
B04110,Female,KTP,Jakarta,No,2580000,XL,2800000,1,No
B04111,Female,KTP,Jakarta,Yes,6490000,XL,1190000,10,No
B04112,Male,KTP,Jakarta,Yes,7840000,XL,2520000,3,Yes
B04113,Female,KTP,Jakarta,Yes,4660000,Telkomsel,450000,1,No
B04114,Male,KTP,Jakarta,Yes,2850000,Indosat,1200000,2,No
B04115,Male,KTP,Jakarta,Yes,5040000,Telkomsel,1030000,1,No
B04116,Male,KTP,Jakarta,Yes,7450000,Telkomsel,530000,1,No
B04117,Male,KTM,Jakarta,No,2080000,Telkomsel,1990000,10,No
B04118,Male,KTP,Jakarta,Yes,6910000,Telkomsel,350000,1,No
B04119,Female,KTM,Jakarta,No,1850000,Telkomsel,2230000,1,No
B04120,Male,KTP,Jakarta,Yes,6660000,Telkomsel,1460000,3,No
B04121,Male,KTP,Jakarta,Yes,6040000,Telkomsel,1190000,1,No
B04122,Female,KTP,Jakarta,Yes,3010000,Telkomsel,0,1,No
B04123,Male,KTP,Jakarta,Yes,6290000,Telkomsel,810000,2,No
B04124,Male,KTP,Jakarta,Yes,4720000,Telkomsel,50000,1,No
B04125,Female,KTP,Jakarta,Yes,2060000,Telkomsel,190000,1,No
B04126,Female,KTP,Jakarta,No,2060000,Tri,1680000,3,No
B04127,Female,KTP,Jakarta,Yes,5260000,Telkomsel,0,1,No
B04128,Female,KTP,Jakarta,Yes,6140000,XL,1490000,2,No
B04129,Male,KTP,Jakarta,Yes,5390000,Indosat,1970000,1,No
B04130,Male,KTP,Jakarta,Yes,4320000,XL,410000,1,No
B04131,Male,KTP,Jakarta,Yes,4520000,Telkomsel,1690000,1,No
B04132,Male,KTP,Jakarta,Yes,4790000,Telkomsel,550000,1,No
B04133,Male,KTP,Jakarta,Yes,3080000,Telkomsel,1430000,1,No
B04134,Male,KTP,Jakarta,Yes,4900000,XL,1810000,1,No
B04135,Female,KTP,Jakarta,No,2600000,XL,2830000,3,No
B04136,Male,KTP,Jakarta,No,1650000,Indosat,2320000,1,No
B04137,Male,KTP,Jakarta,Yes,5270000,Telkomsel,1480000,5,No
B04138,Female,KTP,Jakarta,Yes,5230000,Telkomsel,1050000,1,No
B04139,Male,KTP,Jakarta,Yes,3020000,Telkomsel,1400000,1,No
B04140,Male,KTP,Jakarta,Yes,6110000,XL,0,1,No
B04141,Female,KTP,Jakarta,Yes,4150000,Telkomsel,930000,1,No
B04142,Male,KTP,Jakarta,Yes,4810000,Telkomsel,1060000,2,No
B04143,Female,KTP,Jakarta,Yes,4960000,Tri,860000,3,No
B04144,Female,KTP,Jakarta,Yes,5590000,XL,460000,1,No
B04145,Male,KTP,Jakarta,Yes,1870000,Telkomsel,2790000,8,Yes
B04146,Male,KTP,Jakarta,No,1500000,Telkomsel,2600000,1,No
B04147,Male,KTP,Jakarta,No,1410000,Telkomsel,2080000,1,No
B04148,Male,KTP,Jakarta,No,2300000,Tri,1550000,2,No
B04149,Male,KTP,Jakarta,Yes,3780000,XL,1360000,4,No
B04150,Male,KTP,Jakarta,Yes,4990000,Telkomsel,470000,2,No
B04151,Female,KTP,Jakarta,Yes,4550000,Indosat,2320000,5,No
B04152,Male,KTP,Jakarta,Yes,5090000,Telkomsel,0,5,No
B04153,Male,KTP,Jakarta,Yes,7040000,Telkomsel,1950000,1,No
B04154,Male,KTP,Jakarta,No,910000,Telkomsel,2750000,1,No
B04155,Male,KTP,Jakarta,Yes,5660000,Telkomsel,1300000,2,No
B04156,Male,KTP,Jakarta,Yes,7500000,Telkomsel,900000,1,No
B04157,Male,KTP,Jakarta,Yes,3190000,Telkomsel,840000,3,No
B04158,Male,KTP,Jakarta,No,1750000,Telkomsel,1660000,1,No
B04159,Female,KTP,Jakarta,Yes,4590000,Tri,1110000,2,No
B04160,Male,KTP,Jakarta,Yes,4050000,Telkomsel,1070000,1,Yes
B04161,Female,KTP,Jakarta,Yes,5130000,Indosat,1390000,3,No
B04162,Female,KTP,Jakarta,No,2210000,XL,2420000,1,No
B04163,Female,KTP,Jakarta,Yes,5060000,Telkomsel,1450000,1,No
B04164,Female,KTP,Jakarta,Yes,2780000,Indosat,300000,11,No
B04165,Male,KTP,Jakarta,No,1470000,Telkomsel,2690000,2,No
B04166,Male,KTP,Jakarta,Yes,3790000,Telkomsel,1200000,1,No
B04167,Male,KTP,Jakarta,No,2400000,Telkomsel,2710000,10,No
B04168,Female,KTM,Jakarta,No,2650000,Indosat,3340000,11,Yes
B04169,Female,KTP,Jakarta,Yes,4580000,Telkomsel,1070000,1,No
B04170,Male,KTP,Jakarta,Yes,6100000,Telkomsel,860000,1,No
B04171,Female,KTP,Jakarta,Yes,5290000,Tri,1590000,2,No
B04172,Male,KTP,Jakarta,Yes,4960000,Telkomsel,450000,3,No
B04173,Male,KTM,Jakarta,No,2290000,Telkomsel,2280000,1,No
B04174,Male,KTP,Jakarta,Yes,5690000,Indosat,360000,2,No
B04175,Female,KTP,Jakarta,Yes,4420000,Telkomsel,1940000,1,No
B04176,Male,KTP,Jakarta,Yes,4280000,Telkomsel,1620000,2,No
B04177,Male,KTM,Jakarta,No,1720000,Telkomsel,1080000,1,No
B04178,Male,KTP,Jakarta,Yes,5830000,Telkomsel,0,1,No
B04179,Male,KTP,Jakarta,Yes,6100000,Indosat,0,1,No
B04180,Male,KTP,Jakarta,Yes,5370000,Telkomsel,760000,2,No
B04181,Male,KTP,Jakarta,Yes,4290000,Telkomsel,1120000,1,No
B04182,Male,KTP,Jakarta,Yes,4790000,Telkomsel,1900000,1,No
B04183,Male,KTP,Jakarta,Yes,4810000,Indosat,1190000,4,No
B04184,Male,KTP,Jakarta,Yes,3680000,Indosat,310000,1,No
B04185,Female,KTP,Jakarta,Yes,6640000,Tri,960000,1,No
B04186,Male,KTP,Jakarta,Yes,3600000,Tri,1670000,3,No
B04187,Male,KTP,Jakarta,Yes,5810000,Telkomsel,1520000,1,No
B04188,Male,KTP,Jakarta,Yes,5300000,XL,540000,3,No
B04189,Male,KTP,Jakarta,Yes,8850000,Telkomsel,640000,2,No
B04190,Female,KTP,Jakarta,Yes,4040000,Telkomsel,1440000,2,No
B04191,Male,KTM,Jakarta,No,1710000,Telkomsel,20000,1,No
B04192,Female,KTP,Jakarta,Yes,5430000,Indosat,1730000,1,No
B04193,Male,KTM,Jakarta,No,1030000,Telkomsel,2950000,12,Yes
B04194,Male,KTP,Jakarta,Yes,6440000,Telkomsel,320000,2,No
B04195,Male,KTP,Jakarta,Yes,5460000,Telkomsel,40000,1,No
B04196,Female,KTP,Jakarta,Yes,5550000,Telkomsel,1360000,1,No
B04197,Female,KTP,Jakarta,Yes,2380000,Telkomsel,1080000,3,No
B04198,Male,KTP,Jakarta,No,2330000,Indosat,1560000,3,No
B04199,Female,KTP,Jakarta,Yes,3670000,Telkomsel,2150000,1,No
B04200,Male,KTP,Jakarta,Yes,7130000,Telkomsel,1250000,1,No
B04201,Male,KTP,Jakarta,No,2590000,XL,1390000,1,No
B04202,Male,KTP,Jakarta,Yes,6070000,XL,1860000,3,No
B04203,Male,KTP,Jakarta,Yes,5510000,Tri,270000,2,No
B04204,Female,KTP,Jakarta,Yes,6550000,Telkomsel,620000,1,No
B04205,Female,KTP,Jakarta,Yes,5840000,Telkomsel,1860000,3,No
B04206,Female,KTP,Jakarta,No,2270000,Telkomsel,2810000,1,No
B04207,Male,KTP,Jakarta,Yes,5510000,Telkomsel,100000,1,No
B04208,Male,KTP,Jakarta,Yes,3950000,Indosat,2060000,1,No
B04209,Male,KTP,Jakarta,Yes,4400000,Telkomsel,2000000,1,No
B04210,Female,KTM,Jakarta,No,2710000,Telkomsel,710000,1,No
B04211,Female,KTP,Jakarta,Yes,6420000,Telkomsel,2560000,6,Yes
B04212,Male,KTP,Jakarta,Yes,5810000,Telkomsel,550000,1,No
B04213,Male,KTP,Jakarta,Yes,4890000,XL,1080000,4,No
B04214,Male,KTP,Jakarta,No,1250000,Indosat,690000,1,No
B04215,Male,KTP,Jakarta,No,2580000,Telkomsel,2750000,1,No
B04216,Female,KTP,Jakarta,Yes,2700000,Telkomsel,1150000,1,No
B04217,Male,KTP,Jakarta,Yes,5930000,Telkomsel,1000000,1,No
B04218,Male,KTP,Jakarta,No,2710000,Indosat,520000,8,No
B04219,Male,KTP,Jakarta,Yes,6470000,Telkomsel,2260000,1,No
B04220,Female,KTP,Jakarta,Yes,5330000,Telkomsel,1740000,3,No
B04221,Male,KTM,Jakarta,No,2670000,Telkomsel,1310000,2,No
B04222,Male,KTP,Jakarta,No,2920000,Telkomsel,1420000,1,No
B04223,Male,KTP,Jakarta,Yes,6000000,XL,1570000,10,No
B04224,Male,KTP,Jakarta,Yes,6140000,XL,2290000,2,No
B04225,Female,KTP,Jakarta,Yes,5150000,Telkomsel,2140000,4,Yes
B04226,Female,KTP,Jakarta,Yes,6480000,Telkomsel,70000,3,No
B04227,Male,KTP,Jakarta,Yes,4250000,Telkomsel,1440000,1,No
B04228,Male,KTP,Jakarta,Yes,4680000,Indosat,1190000,1,No
B04229,Female,KTP,Jakarta,No,1950000,XL,2430000,1,No
B04230,Female,KTP,Jakarta,No,2090000,Telkomsel,1910000,1,No
B04231,Male,KTP,Jakarta,Yes,3850000,Telkomsel,0,1,No
B04232,Male,KTP,Jakarta,No,2660000,Telkomsel,3510000,11,Yes
B04233,Male,KTP,Jakarta,Yes,4210000,XL,1040000,9,No
B04234,Male,KTP,Jakarta,Yes,7570000,Telkomsel,210000,3,No
B04235,Female,KTP,Jakarta,Yes,6700000,Indosat,970000,1,No
B04236,Male,KTP,Jakarta,Yes,4970000,XL,480000,1,No
B04237,Male,KTP,Jakarta,No,1970000,Telkomsel,860000,9,No
B04238,Male,KTP,Jakarta,Yes,3280000,Tri,1020000,2,No
B04239,Male,KTP,Jakarta,Yes,4510000,Telkomsel,110000,1,No
B04240,Female,KTP,Jakarta,Yes,4830000,Indosat,750000,1,No
B04241,Male,KTP,Jakarta,Yes,4960000,XL,2040000,1,No
B04242,Male,KTP,Jakarta,Yes,4720000,Telkomsel,1160000,1,No
B04243,Male,KTP,Jakarta,Yes,5790000,Indosat,1050000,2,No
B04244,Male,KTP,Jakarta,No,3240000,Telkomsel,620000,1,No
B04245,Female,KTP,Jakarta,Yes,4810000,Telkomsel,0,1,No
B04246,Male,KTP,Jakarta,Yes,5690000,XL,200000,1,No
B04247,Male,KTP,Jakarta,Yes,5970000,Telkomsel,1870000,3,No
B04248,Male,KTP,Jakarta,Yes,6720000,Telkomsel,2340000,1,No
B04249,Male,KTP,Jakarta,Yes,2180000,XL,950000,1,No
B04250,Female,KTP,Jakarta,Yes,5500000,Telkomsel,540000,1,No
B04251,Male,KTP,Jakarta,Yes,7440000,Telkomsel,650000,1,No
B04252,Female,KTP,Jakarta,Yes,3590000,Telkomsel,40000,2,No
B04253,Female,KTP,Jakarta,Yes,6180000,Telkomsel,1070000,3,No
B04254,Male,KTP,Jakarta,Yes,5680000,Tri,710000,2,No
B04255,Female,KTP,Jakarta,Yes,4670000,Telkomsel,920000,1,No
B04256,Female,KTP,Jakarta,Yes,5510000,Telkomsel,1920000,1,No
B04257,Male,KTP,Jakarta,Yes,3990000,Indosat,2190000,4,No
B04258,Female,KTP,Jakarta,No,1540000,Telkomsel,1490000,3,No
B04259,Female,KTP,Jakarta,No,1360000,XL,680000,1,No
B04260,Male,KTP,Jakarta,Yes,6090000,Telkomsel,1060000,3,No
B04261,Male,KTP,Jakarta,No,1880000,Telkomsel,490000,1,No
B04262,Male,KTP,Jakarta,Yes,4960000,XL,1690000,3,No
B04263,Male,KTP,Jakarta,Yes,5010000,Indosat,0,2,No
B04264,Male,KTP,Jakarta,Yes,3630000,XL,250000,3,No
B04265,Male,KTP,Jakarta,Yes,5210000,XL,1930000,1,No
B04266,Male,KTP,Jakarta,Yes,3860000,Tri,2100000,1,No
B04267,Female,KTP,Jakarta,Yes,5580000,Telkomsel,2240000,1,No
B04268,Male,KTP,Jakarta,No,1800000,Telkomsel,2440000,1,No
B04269,Female,KTP,Jakarta,Yes,4050000,Tri,0,3,No
B04270,Male,KTP,Jakarta,Yes,7110000,XL,2440000,4,No
B04271,Male,KTP,Jakarta,Yes,7030000,Telkomsel,1380000,3,No
B04272,Male,KTP,Jakarta,Yes,4980000,Telkomsel,1210000,8,No
B04273,Female,KTP,Jakarta,Yes,5590000,Telkomsel,1840000,1,No
B04274,Male,KTP,Jakarta,No,2900000,Telkomsel,2140000,1,No
B04275,Female,KTP,Jakarta,Yes,6300000,XL,1720000,1,No
B04276,Male,KTP,Jakarta,Yes,5010000,Telkomsel,360000,1,No
B04277,Male,KTP,Jakarta,Yes,3470000,Telkomsel,330000,1,No
B04278,Male,KTP,Jakarta,Yes,6310000,Telkomsel,630000,1,No
B04279,Male,KTP,Jakarta,Yes,3280000,Tri,720000,1,No
B04280,Male,KTP,Jakarta,Yes,3550000,Telkomsel,1410000,2,No
B04281,Male,KTP,Jakarta,Yes,4030000,Indosat,280000,1,No
B04282,Female,KTP,Jakarta,Yes,3870000,Telkomsel,730000,2,No
B04283,Male,KTP,Jakarta,Yes,6800000,Telkomsel,1410000,2,No
B04284,Male,KTP,Jakarta,No,3810000,Telkomsel,1340000,1,No
B04285,Male,KTP,Jakarta,Yes,6130000,Tri,1150000,1,No
B04286,Male,KTP,Jakarta,Yes,6160000,Telkomsel,220000,1,No
B04287,Male,KTP,Jakarta,Yes,5350000,Indosat,1940000,1,No
B04288,Male,KTP,Jakarta,No,1900000,Telkomsel,1350000,1,No
B04289,Female,KTP,Jakarta,No,2220000,Telkomsel,2070000,5,No
B04290,Male,KTP,Jakarta,No,3170000,XL,2720000,2,No
B04291,Male,KTP,Jakarta,Yes,6240000,XL,1060000,1,No
B04292,Male,KTP,Jakarta,Yes,4250000,XL,0,1,No
B04293,Male,KTP,Jakarta,Yes,6350000,Tri,580000,7,No
B04294,Female,KTP,Jakarta,Yes,5030000,XL,1490000,9,No
B04295,Male,KTM,Jakarta,No,1910000,XL,1410000,1,No
B04296,Male,KTP,Jakarta,Yes,3970000,Telkomsel,2010000,1,No
B04297,Male,KTP,Jakarta,Yes,1970000,XL,1990000,1,No
B04298,Female,KTP,Jakarta,Yes,5350000,Indosat,1910000,1,No
B04299,Male,KTP,Jakarta,Yes,4730000,Telkomsel,300000,1,No
B04300,Male,KTP,Jakarta,Yes,3540000,Indosat,610000,10,No
B04301,Male,KTM,Jakarta,No,2290000,Tri,980000,12,No
B04302,Male,KTP,Jakarta,Yes,6640000,Telkomsel,1040000,3,No
B04303,Male,KTP,Jakarta,Yes,3830000,Telkomsel,1040000,1,No
B04304,Male,KTP,Jakarta,Yes,5850000,XL,1710000,1,No
B04305,Female,KTP,Jakarta,Yes,1630000,Telkomsel,850000,2,No
B04306,Male,KTP,Jakarta,Yes,4510000,Telkomsel,810000,1,No
B04307,Male,KTP,Jakarta,No,3030000,Telkomsel,1660000,1,No
B04308,Female,KTP,Jakarta,Yes,3980000,XL,230000,3,No
B04309,Male,KTM,Jakarta,No,2680000,Telkomsel,2550000,12,Yes
B04310,Female,KTP,Jakarta,Yes,6730000,Telkomsel,1660000,6,No
B04311,Female,KTP,Jakarta,Yes,5290000,Tri,0,1,No
B04312,Male,KTP,Jakarta,Yes,4380000,Telkomsel,1920000,1,No
B04313,Male,KTP,Jakarta,Yes,3150000,Telkomsel,150000,1,No
B04314,Female,KTP,Jakarta,Yes,6530000,Telkomsel,1470000,1,No
B04315,Female,KTP,Jakarta,No,1150000,Telkomsel,1620000,1,No
B04316,Female,KTP,Jakarta,Yes,3070000,XL,140000,1,No
B04317,Male,KTP,Jakarta,Yes,6090000,Telkomsel,1410000,1,No
B04318,Male,KTP,Jakarta,Yes,5640000,Indosat,1520000,1,No
B04319,Male,KTP,Jakarta,Yes,5480000,Tri,2720000,3,No
B04320,Male,KTP,Jakarta,Yes,4510000,Indosat,1070000,2,No
B04321,Female,KTP,Jakarta,Yes,3850000,Telkomsel,1800000,2,No
B04322,Female,KTP,Jakarta,Yes,5560000,XL,2000000,1,No
B04323,Female,KTP,Jakarta,Yes,4470000,Telkomsel,1710000,1,No
B04324,Male,KTP,Jakarta,No,2160000,Telkomsel,1250000,1,No
B04325,Male,KTP,Jakarta,No,870000,Indosat,1550000,1,No
B04326,Male,KTP,Jakarta,Yes,5810000,Telkomsel,1150000,3,No
B04327,Male,KTM,Jakarta,No,2340000,XL,1120000,1,No
B04328,Female,KTP,Jakarta,Yes,6840000,Telkomsel,1680000,1,No
B04329,Male,KTP,Jakarta,Yes,3880000,Indosat,540000,1,No
B04330,Male,KTP,Jakarta,Yes,4050000,Indosat,2000000,1,No
B04331,Male,KTP,Jakarta,Yes,5140000,Telkomsel,0,1,No
B04332,Female,KTP,Jakarta,Yes,2130000,Telkomsel,710000,1,No
B04333,Male,KTP,Jakarta,Yes,5940000,Telkomsel,870000,1,No
B04334,Female,KTM,Jakarta,No,3780000,Telkomsel,1600000,3,No
B04335,Male,KTP,Jakarta,Yes,4990000,Telkomsel,0,1,No
B04336,Male,KTP,Jakarta,Yes,3730000,Tri,980000,1,No
B04337,Male,KTP,Jakarta,Yes,3200000,Telkomsel,750000,1,No
B04338,Male,KTP,Jakarta,Yes,5520000,Indosat,1660000,2,No
B04339,Male,KTP,Jakarta,No,3280000,Telkomsel,1870000,1,No
B04340,Male,KTP,Jakarta,Yes,3740000,Telkomsel,1460000,2,No
B04341,Male,KTP,Jakarta,Yes,6640000,Telkomsel,2030000,1,No
B04342,Male,KTP,Jakarta,No,3160000,Telkomsel,210000,3,No
B04343,Male,KTP,Jakarta,Yes,4140000,XL,1310000,2,No
B04344,Female,KTP,Jakarta,Yes,5880000,Telkomsel,480000,1,No
B04345,Male,KTP,Jakarta,Yes,6370000,Indosat,0,3,No
B04346,Male,KTP,Jakarta,Yes,6090000,XL,760000,2,No
B04347,Male,KTP,Jakarta,No,1850000,Telkomsel,710000,1,No
B04348,Female,KTP,Jakarta,Yes,5790000,Telkomsel,1370000,1,No
B04349,Female,KTM,Jakarta,No,2250000,XL,700000,3,No
B04350,Female,KTP,Jakarta,Yes,5750000,Telkomsel,850000,1,No
B04351,Female,KTP,Jakarta,Yes,3580000,Telkomsel,0,1,No
B04352,Male,KTP,Jakarta,Yes,6410000,Indosat,210000,1,No
B04353,Male,KTP,Jakarta,Yes,4670000,Tri,370000,1,No
B04354,Male,KTP,Jakarta,Yes,5420000,XL,1170000,1,No
B04355,Male,KTP,Jakarta,No,2540000,XL,1830000,1,No
B04356,Male,KTP,Jakarta,Yes,6940000,Telkomsel,200000,1,No
B04357,Male,KTP,Jakarta,Yes,4130000,Telkomsel,1920000,1,No
B04358,Female,KTP,Jakarta,Yes,5650000,Telkomsel,2290000,1,No
B04359,Male,KTP,Jakarta,No,2530000,Indosat,1640000,1,No
B04360,Male,KTP,Jakarta,No,2120000,Telkomsel,1110000,3,No
B04361,Female,KTP,Jakarta,No,2670000,XL,300000,2,No
B04362,Male,KTP,Jakarta,Yes,5750000,Tri,2210000,1,No
B04363,Male,KTP,Jakarta,No,1040000,Telkomsel,2570000,4,No
B04364,Female,KTP,Jakarta,No,2890000,Telkomsel,3260000,8,Yes
B04365,Male,KTP,Jakarta,No,1990000,Indosat,2130000,3,No
B04366,Female,KTM,Jakarta,No,2940000,Tri,2200000,1,No
B04367,Male,KTP,Jakarta,Yes,4920000,Telkomsel,1930000,1,No
B04368,Male,KTP,Jakarta,No,2040000,Telkomsel,2040000,1,No
B04369,Male,KTP,Jakarta,Yes,3800000,XL,930000,1,No
B04370,Female,KTP,Jakarta,Yes,5820000,Telkomsel,920000,1,No
B04371,Male,KTP,Jakarta,Yes,3810000,Telkomsel,1780000,1,No
B04372,Male,KTP,Jakarta,Yes,4770000,Telkomsel,3150000,8,Yes
B04373,Male,KTP,Jakarta,Yes,5530000,Indosat,1070000,2,No
B04374,Male,KTP,Jakarta,Yes,3560000,Telkomsel,1030000,1,No
B04375,Male,KTP,Jakarta,No,2160000,Telkomsel,1930000,3,No
B04376,Female,KTP,Jakarta,Yes,3860000,XL,550000,1,No
B04377,Male,KTP,Jakarta,No,3120000,Telkomsel,1610000,1,No
B04378,Male,KTP,Jakarta,Yes,6420000,Telkomsel,1890000,3,No
B04379,Female,KTP,Jakarta,Yes,4790000,Telkomsel,1770000,5,No
B04380,Male,KTP,Jakarta,Yes,4570000,Telkomsel,2110000,1,No
B04381,Male,KTP,Jakarta,Yes,6510000,Telkomsel,380000,1,No
B04382,Female,KTP,Jakarta,Yes,5060000,Indosat,1340000,4,No
B04383,Male,KTP,Jakarta,Yes,3060000,Telkomsel,1180000,2,No
B04384,Male,KTP,Jakarta,No,2090000,Telkomsel,1890000,1,No
B04385,Male,KTP,Jakarta,No,2970000,Indosat,980000,1,No
B04386,Male,KTP,Jakarta,No,1860000,XL,1260000,2,No
B04387,Female,KTP,Jakarta,Yes,5390000,Telkomsel,1430000,2,No
B04388,Female,KTP,Jakarta,Yes,4150000,Telkomsel,1000000,1,No
B04389,Male,KTM,Jakarta,No,2240000,Telkomsel,0,2,No
B04390,Male,KTP,Jakarta,Yes,7340000,Telkomsel,1050000,3,No
B04391,Female,KTP,Jakarta,Yes,6380000,Indosat,1850000,2,No
B04392,Male,KTM,Jakarta,No,2310000,Indosat,1290000,1,No
B04393,Female,KTP,Jakarta,Yes,4980000,Telkomsel,1370000,3,No
B04394,Male,KTP,Jakarta,Yes,4530000,Telkomsel,1090000,1,No
B04395,Female,KTP,Jakarta,Yes,6080000,XL,2500000,6,No
B04396,Female,KTP,Jakarta,Yes,5940000,Telkomsel,1130000,1,No
B04397,Male,KTP,Jakarta,Yes,4930000,Indosat,1180000,1,No
B04398,Female,KTP,Jakarta,Yes,5760000,Indosat,1750000,1,No
B04399,Male,KTP,Jakarta,Yes,5390000,Telkomsel,1370000,2,No
B04400,Male,KTP,Jakarta,No,1770000,Telkomsel,20000,3,No
B04401,Male,KTP,Jakarta,Yes,2730000,Telkomsel,820000,1,No
B04402,Male,KTP,Jakarta,Yes,2520000,Tri,1670000,1,No
B04403,Male,KTP,Jakarta,Yes,3800000,XL,830000,2,No
B04404,Male,KTP,Jakarta,Yes,4350000,Telkomsel,1610000,2,No
B04405,Male,KTP,Jakarta,Yes,4830000,XL,710000,1,No
B04406,Male,KTP,Jakarta,Yes,7150000,Tri,330000,1,No
B04407,Male,KTP,Jakarta,No,1760000,Telkomsel,1530000,1,No
B04408,Female,KTM,Jakarta,No,2350000,Indosat,1440000,7,No
B04409,Male,KTP,Jakarta,Yes,2750000,Indosat,2070000,11,Yes
B04410,Female,KTP,Jakarta,No,690000,Telkomsel,1430000,1,No
B04411,Male,KTP,Jakarta,Yes,7860000,Telkomsel,1250000,1,No
B04412,Female,KTP,Jakarta,No,2150000,XL,2560000,8,No
B04413,Male,KTP,Jakarta,Yes,4300000,Telkomsel,610000,1,No
B04414,Male,KTP,Jakarta,No,2290000,Indosat,1240000,1,No
B04415,Male,KTP,Jakarta,No,2590000,Indosat,100000,1,No
B04416,Female,KTP,Jakarta,Yes,2950000,Tri,1730000,3,No
B04417,Male,KTP,Jakarta,Yes,4650000,Telkomsel,1150000,1,No
B04418,Female,KTP,Jakarta,No,4180000,Indosat,2050000,11,Yes
B04419,Male,KTP,Jakarta,Yes,4610000,Telkomsel,1740000,2,No
B04420,Male,KTM,Jakarta,No,1960000,Telkomsel,1910000,1,No
